,medical_school,short_name,cost_type,ownership,residence_status,insurance_required,insurance_waived,cost,year
20619,Ponce Health Sciences University School of Medicine,Ponce,Tuition,Private,Nonresident,Yes,Yes,60000.0,2018.0
20620,Ponce Health Sciences University School of Medicine,Ponce,Health Insurance,Private,Resident,Yes,Yes,2442.0,2018.0
20621,Ponce Health Sciences University School of Medicine,Ponce,Health Insurance,Private,Nonresident,Yes,Yes,2442.0,2018.0
20622,Ponce Health Sciences University School of Medicine,Ponce,Fees,Private,Resident,Yes,Yes,2804.0,2018.0
20623,Ponce Health Sciences University School of Medicine,Ponce,Fees,Private,Nonresident,Yes,Yes,2804.0,2018.0
20624,Renaissance School of Medicine at Stony Brook University,Renaissance Stony Brook,"Tuition, Fees, and Health Insurance",Public,Resident,Yes,Yes,49868.0,2018.0
20625,Renaissance School of Medicine at Stony Brook University,Renaissance Stony Brook,"Tuition, Fees, and Health Insurance",Public,Nonresident,Yes,Yes,72008.0,2018.0
20626,Renaissance School of Medicine at Stony Brook University,Renaissance Stony Brook,Tuition,Public,Resident,Yes,Yes,43020.0,2018.0
20627,Renaissance School of Medicine at Stony Brook University,Renaissance Stony Brook,Tuition,Public,Nonresident,Yes,Yes,65160.0,2018.0
20628,Renaissance School of Medicine at Stony Brook University,Renaissance Stony Brook,Health Insurance,Public,Resident,Yes,Yes,3355.0,2018.0
20629,Renaissance School of Medicine at Stony Brook University,Renaissance Stony Brook,Health Insurance,Public,Nonresident,Yes,Yes,3355.0,2018.0
20630,Renaissance School of Medicine at Stony Brook University,Renaissance Stony Brook,Fees,Public,Resident,Yes,Yes,3493.0,2018.0
20631,Renaissance School of Medicine at Stony Brook University,Renaissance Stony Brook,Fees,Public,Nonresident,Yes,Yes,3493.0,2018.0
20632,"Robert Larner, M.D., College of Medicine at the University of Vermont",Vermont-Larner,"Tuition, Fees, and Health Insurance",Public,Resident,Yes,Yes,41290.0,2018.0
20633,"Robert Larner, M.D., College of Medicine at the University of Vermont",Vermont-Larner,"Tuition, Fees, and Health Insurance",Public,Nonresident,Yes,Yes,67860.0,2018.0
20634,"Robert Larner, M.D., College of Medicine at the University of Vermont",Vermont-Larner,Tuition,Public,Resident,Yes,Yes,36340.0,2018.0
20635,"Robert Larner, M.D., College of Medicine at the University of Vermont",Vermont-Larner,Tuition,Public,Nonresident,Yes,Yes,62910.0,2018.0
20636,"Robert Larner, M.D., College of Medicine at the University of Vermont",Vermont-Larner,Health Insurance,Public,Resident,Yes,Yes,2184.0,2018.0
20637,"Robert Larner, M.D., College of Medicine at the University of Vermont",Vermont-Larner,Health Insurance,Public,Nonresident,Yes,Yes,2184.0,2018.0
20638,"Robert Larner, M.D., College of Medicine at the University of Vermont",Vermont-Larner,Fees,Public,Resident,Yes,Yes,2766.0,2018.0
20639,"Robert Larner, M.D., College of Medicine at the University of Vermont",Vermont-Larner,Fees,Public,Nonresident,Yes,Yes,2766.0,2018.0
20640,Rush Medical College of Rush University Medical Center,Rush,"Tuition, Fees, and Health Insurance",Private,Resident,Yes,No,54321.0,2018.0
20641,Rush Medical College of Rush University Medical Center,Rush,"Tuition, Fees, and Health Insurance",Private,Nonresident,Yes,No,54321.0,2018.0
20642,Rush Medical College of Rush University Medical Center,Rush,Tuition,Private,Resident,Yes,No,54000.0,2018.0
20643,Rush Medical College of Rush University Medical Center,Rush,Tuition,Private,Nonresident,Yes,No,54000.0,2018.0
20644,Rush Medical College of Rush University Medical Center,Rush,Health Insurance,Private,Resident,Yes,No,0.0,2018.0
20645,Rush Medical College of Rush University Medical Center,Rush,Health Insurance,Private,Nonresident,Yes,No,0.0,2018.0
20646,Rush Medical College of Rush University Medical Center,Rush,Fees,Private,Resident,Yes,No,321.0,2018.0
20647,Rush Medical College of Rush University Medical Center,Rush,Fees,Private,Nonresident,Yes,No,321.0,2018.0
20648,Rutgers New Jersey Medical School,Rutgers New Jersey,"Tuition, Fees, and Health Insurance",Public,Resident,Yes,Yes,44114.0,2018.0
20649,Rutgers New Jersey Medical School,Rutgers New Jersey,"Tuition, Fees, and Health Insurance",Public,Nonresident,Yes,Yes,65983.0,2018.0
20650,Rutgers New Jersey Medical School,Rutgers New Jersey,Tuition,Public,Resident,Yes,Yes,40274.0,2018.0
20651,Rutgers New Jersey Medical School,Rutgers New Jersey,Tuition,Public,Nonresident,Yes,Yes,62143.0,2018.0
20652,Rutgers New Jersey Medical School,Rutgers New Jersey,Health Insurance,Public,Resident,Yes,Yes,2155.0,2018.0
20653,Rutgers New Jersey Medical School,Rutgers New Jersey,Health Insurance,Public,Nonresident,Yes,Yes,2155.0,2018.0
20654,Rutgers New Jersey Medical School,Rutgers New Jersey,Fees,Public,Resident,Yes,Yes,1685.0,2018.0
20655,Rutgers New Jersey Medical School,Rutgers New Jersey,Fees,Public,Nonresident,Yes,Yes,1685.0,2018.0
20656,"Rutgers, Robert Wood Johnson Medical School",Rutgers-RW Johnson,"Tuition, Fees, and Health Insurance",Public,Resident,Yes,Yes,44199.0,2018.0
20657,"Rutgers, Robert Wood Johnson Medical School",Rutgers-RW Johnson,"Tuition, Fees, and Health Insurance",Public,Nonresident,Yes,Yes,66068.0,2018.0
20658,"Rutgers, Robert Wood Johnson Medical School",Rutgers-RW Johnson,Tuition,Public,Resident,Yes,Yes,40274.0,2018.0
20659,"Rutgers, Robert Wood Johnson Medical School",Rutgers-RW Johnson,Tuition,Public,Nonresident,Yes,Yes,62143.0,2018.0
20660,"Rutgers, Robert Wood Johnson Medical School",Rutgers-RW Johnson,Health Insurance,Public,Resident,Yes,Yes,2155.0,2018.0
20661,"Rutgers, Robert Wood Johnson Medical School",Rutgers-RW Johnson,Health Insurance,Public,Nonresident,Yes,Yes,2155.0,2018.0
20662,"Rutgers, Robert Wood Johnson Medical School",Rutgers-RW Johnson,Fees,Public,Resident,Yes,Yes,1770.0,2018.0
20663,"Rutgers, Robert Wood Johnson Medical School",Rutgers-RW Johnson,Fees,Public,Nonresident,Yes,Yes,1770.0,2018.0
20664,Saint Louis University School of Medicine,Saint Louis,"Tuition, Fees, and Health Insurance",Private,Resident,Yes,Yes,58044.0,2018.0
20665,Saint Louis University School of Medicine,Saint Louis,"Tuition, Fees, and Health Insurance",Private,Nonresident,Yes,Yes,58044.0,2018.0
20666,Saint Louis University School of Medicine,Saint Louis,Tuition,Private,Resident,Yes,Yes,54300.0,2018.0
20667,Saint Louis University School of Medicine,Saint Louis,Tuition,Private,Nonresident,Yes,Yes,54300.0,2018.0
20668,Saint Louis University School of Medicine,Saint Louis,Health Insurance,Private,Resident,Yes,Yes,3058.0,2018.0
20669,Saint Louis University School of Medicine,Saint Louis,Health Insurance,Private,Nonresident,Yes,Yes,3058.0,2018.0
20670,Saint Louis University School of Medicine,Saint Louis,Fees,Private,Resident,Yes,Yes,686.0,2018.0
20671,Saint Louis University School of Medicine,Saint Louis,Fees,Private,Nonresident,Yes,Yes,686.0,2018.0
20672,San Juan Bautista School of Medicine,San Juan Bautista,"Tuition, Fees, and Health Insurance",Private,Resident,Yes,Yes,29665.0,2018.0
20673,San Juan Bautista School of Medicine,San Juan Bautista,"Tuition, Fees, and Health Insurance",Private,Nonresident,Yes,Yes,37165.0,2018.0
20674,San Juan Bautista School of Medicine,San Juan Bautista,Tuition,Private,Resident,Yes,Yes,23500.0,2018.0
20675,San Juan Bautista School of Medicine,San Juan Bautista,Tuition,Private,Nonresident,Yes,Yes,31000.0,2018.0
20676,San Juan Bautista School of Medicine,San Juan Bautista,Health Insurance,Private,Resident,Yes,Yes,2500.0,2018.0
20677,San Juan Bautista School of Medicine,San Juan Bautista,Health Insurance,Private,Nonresident,Yes,Yes,2500.0,2018.0
20678,San Juan Bautista School of Medicine,San Juan Bautista,Fees,Private,Resident,Yes,Yes,3665.0,2018.0
20679,San Juan Bautista School of Medicine,San Juan Bautista,Fees,Private,Nonresident,Yes,Yes,3665.0,2018.0
20680,Sidney Kimmel Medical College at Thomas Jefferson University,Jefferson-Kimmel,"Tuition, Fees, and Health Insurance",Private,Resident,Yes,Yes,62706.0,2018.0
20681,Sidney Kimmel Medical College at Thomas Jefferson University,Jefferson-Kimmel,"Tuition, Fees, and Health Insurance",Private,Nonresident,Yes,Yes,62706.0,2018.0
20682,Sidney Kimmel Medical College at Thomas Jefferson University,Jefferson-Kimmel,Tuition,Private,Resident,Yes,Yes,56851.0,2018.0
20683,Sidney Kimmel Medical College at Thomas Jefferson University,Jefferson-Kimmel,Tuition,Private,Nonresident,Yes,Yes,56851.0,2018.0
20684,Sidney Kimmel Medical College at Thomas Jefferson University,Jefferson-Kimmel,Health Insurance,Private,Resident,Yes,Yes,4945.0,2018.0
20685,Sidney Kimmel Medical College at Thomas Jefferson University,Jefferson-Kimmel,Health Insurance,Private,Nonresident,Yes,Yes,4945.0,2018.0
20686,Sidney Kimmel Medical College at Thomas Jefferson University,Jefferson-Kimmel,Fees,Private,Resident,Yes,Yes,910.0,2018.0
20687,Sidney Kimmel Medical College at Thomas Jefferson University,Jefferson-Kimmel,Fees,Private,Nonresident,Yes,Yes,910.0,2018.0
20688,Southern Illinois University School of Medicine,Southern Illinois,"Tuition, Fees, and Health Insurance",Public,Resident,Yes,Yes,37716.0,2018.0
20689,Southern Illinois University School of Medicine,Southern Illinois,"Tuition, Fees, and Health Insurance",Public,Nonresident,,,,2018.0
20690,Southern Illinois University School of Medicine,Southern Illinois,Tuition,Public,Resident,Yes,Yes,32498.0,2018.0
20691,Southern Illinois University School of Medicine,Southern Illinois,Tuition,Public,Nonresident,,,,2018.0
20692,Southern Illinois University School of Medicine,Southern Illinois,Health Insurance,Public,Resident,Yes,Yes,1550.0,2018.0
20693,Southern Illinois University School of Medicine,Southern Illinois,Health Insurance,Public,Nonresident,,,,2018.0
20694,Southern Illinois University School of Medicine,Southern Illinois,Fees,Public,Resident,Yes,Yes,3668.0,2018.0
20695,Southern Illinois University School of Medicine,Southern Illinois,Fees,Public,Nonresident,,,,2018.0
20696,Stanford University School of Medicine,Stanford,"Tuition, Fees, and Health Insurance",Private,Resident,Yes,Yes,64479.0,2018.0
20697,Stanford University School of Medicine,Stanford,"Tuition, Fees, and Health Insurance",Private,Nonresident,Yes,Yes,64479.0,2018.0
20698,Stanford University School of Medicine,Stanford,Tuition,Private,Resident,Yes,Yes,58197.0,2018.0
20699,Stanford University School of Medicine,Stanford,Tuition,Private,Nonresident,Yes,Yes,58197.0,2018.0
20700,Stanford University School of Medicine,Stanford,Health Insurance,Private,Resident,Yes,Yes,5208.0,2018.0
20701,Stanford University School of Medicine,Stanford,Health Insurance,Private,Nonresident,Yes,Yes,5208.0,2018.0
20702,Stanford University School of Medicine,Stanford,Fees,Private,Resident,Yes,Yes,1074.0,2018.0
20703,Stanford University School of Medicine,Stanford,Fees,Private,Nonresident,Yes,Yes,1074.0,2018.0
20704,State University of New York Downstate Medical Center College of Medicine,SUNY Downstate,"Tuition, Fees, and Health Insurance",Public,Resident,Yes,Yes,48695.0,2018.0
20705,State University of New York Downstate Medical Center College of Medicine,SUNY Downstate,"Tuition, Fees, and Health Insurance",Public,Nonresident,Yes,Yes,70835.0,2018.0
20706,State University of New York Downstate Medical Center College of Medicine,SUNY Downstate,Tuition,Public,Resident,Yes,Yes,43020.0,2018.0
20707,State University of New York Downstate Medical Center College of Medicine,SUNY Downstate,Tuition,Public,Nonresident,Yes,Yes,65160.0,2018.0
20708,State University of New York Downstate Medical Center College of Medicine,SUNY Downstate,Health Insurance,Public,Resident,Yes,Yes,4994.0,2018.0
20709,State University of New York Downstate Medical Center College of Medicine,SUNY Downstate,Health Insurance,Public,Nonresident,Yes,Yes,4994.0,2018.0
20710,State University of New York Downstate Medical Center College of Medicine,SUNY Downstate,Fees,Public,Resident,Yes,Yes,681.0,2018.0
20711,State University of New York Downstate Medical Center College of Medicine,SUNY Downstate,Fees,Public,Nonresident,Yes,Yes,681.0,2018.0
20712,State University of New York Upstate Medical University,SUNY Upstate,"Tuition, Fees, and Health Insurance",Public,Resident,Yes,Yes,44741.0,2018.0
20713,State University of New York Upstate Medical University,SUNY Upstate,"Tuition, Fees, and Health Insurance",Public,Nonresident,Yes,Yes,66881.0,2018.0
20714,State University of New York Upstate Medical University,SUNY Upstate,Tuition,Public,Resident,Yes,Yes,43020.0,2018.0
20715,State University of New York Upstate Medical University,SUNY Upstate,Tuition,Public,Nonresident,Yes,Yes,65160.0,2018.0
20716,State University of New York Upstate Medical University,SUNY Upstate,Health Insurance,Public,Resident,Yes,Yes,0.0,2018.0
20717,State University of New York Upstate Medical University,SUNY Upstate,Health Insurance,Public,Nonresident,Yes,Yes,0.0,2018.0
20718,State University of New York Upstate Medical University,SUNY Upstate,Fees,Public,Resident,Yes,Yes,1721.0,2018.0
20719,State University of New York Upstate Medical University,SUNY Upstate,Fees,Public,Nonresident,Yes,Yes,1721.0,2018.0
20720,Texas A&M Health Science Center College of Medicine,Texas A & M,"Tuition, Fees, and Health Insurance",Public,Resident,No,,19308.0,2018.0
20721,Texas A&M Health Science Center College of Medicine,Texas A & M,"Tuition, Fees, and Health Insurance",Public,Nonresident,No,,32408.0,2018.0
20722,Texas A&M Health Science Center College of Medicine,Texas A & M,Tuition,Public,Resident,No,,15150.0,2018.0
20723,Texas A&M Health Science Center College of Medicine,Texas A & M,Tuition,Public,Nonresident,No,,28250.0,2018.0
20724,Texas A&M Health Science Center College of Medicine,Texas A & M,Health Insurance,Public,Resident,No,,0.0,2018.0
20725,Texas A&M Health Science Center College of Medicine,Texas A & M,Health Insurance,Public,Nonresident,No,,0.0,2018.0
20726,Texas A&M Health Science Center College of Medicine,Texas A & M,Fees,Public,Resident,No,,4158.0,2018.0
20727,Texas A&M Health Science Center College of Medicine,Texas A & M,Fees,Public,Nonresident,No,,4158.0,2018.0
20728,Texas Tech University Health Sciences Center Paul L. Foster School of Medicine,Texas Tech-Foster,"Tuition, Fees, and Health Insurance",Public,Resident,Yes,Yes,18838.0,2018.0
20729,Texas Tech University Health Sciences Center Paul L. Foster School of Medicine,Texas Tech-Foster,"Tuition, Fees, and Health Insurance",Public,Nonresident,Yes,Yes,31938.0,2018.0
20730,Texas Tech University Health Sciences Center Paul L. Foster School of Medicine,Texas Tech-Foster,Tuition,Public,Resident,Yes,Yes,15617.0,2018.0
20731,Texas Tech University Health Sciences Center Paul L. Foster School of Medicine,Texas Tech-Foster,Tuition,Public,Nonresident,Yes,Yes,28717.0,2018.0
20732,Texas Tech University Health Sciences Center Paul L. Foster School of Medicine,Texas Tech-Foster,Health Insurance,Public,Resident,Yes,Yes,0.0,2018.0
20733,Texas Tech University Health Sciences Center Paul L. Foster School of Medicine,Texas Tech-Foster,Health Insurance,Public,Nonresident,Yes,Yes,0.0,2018.0
20734,Texas Tech University Health Sciences Center Paul L. Foster School of Medicine,Texas Tech-Foster,Fees,Public,Resident,Yes,Yes,3221.0,2018.0
20735,Texas Tech University Health Sciences Center Paul L. Foster School of Medicine,Texas Tech-Foster,Fees,Public,Nonresident,Yes,Yes,3221.0,2018.0
20736,Texas Tech University Health Sciences Center School of Medicine,Texas Tech,"Tuition, Fees, and Health Insurance",Public,Resident,Yes,,18808.0,2018.0
20737,Texas Tech University Health Sciences Center School of Medicine,Texas Tech,"Tuition, Fees, and Health Insurance",Public,Nonresident,Yes,,31908.0,2018.0
20738,Texas Tech University Health Sciences Center School of Medicine,Texas Tech,Tuition,Public,Resident,Yes,,15616.0,2018.0
20739,Texas Tech University Health Sciences Center School of Medicine,Texas Tech,Tuition,Public,Nonresident,Yes,,28716.0,2018.0
20740,Texas Tech University Health Sciences Center School of Medicine,Texas Tech,Health Insurance,Public,Resident,Yes,,0.0,2018.0
20741,Texas Tech University Health Sciences Center School of Medicine,Texas Tech,Health Insurance,Public,Nonresident,Yes,,0.0,2018.0
20742,Texas Tech University Health Sciences Center School of Medicine,Texas Tech,Fees,Public,Resident,Yes,,3192.0,2018.0
20743,Texas Tech University Health Sciences Center School of Medicine,Texas Tech,Fees,Public,Nonresident,Yes,,3192.0,2018.0
20744,The University of Texas Health Science Center at San Antonio Joe R. and Teresa Lozano Long School of Medicine,UT San Antonio-Long,"Tuition, Fees, and Health Insurance",Public,Resident,Yes,Yes,21125.0,2018.0
20745,The University of Texas Health Science Center at San Antonio Joe R. and Teresa Lozano Long School of Medicine,UT San Antonio-Long,"Tuition, Fees, and Health Insurance",Public,Nonresident,Yes,Yes,36253.0,2018.0
20746,The University of Texas Health Science Center at San Antonio Joe R. and Teresa Lozano Long School of Medicine,UT San Antonio-Long,Tuition,Public,Resident,Yes,Yes,14877.0,2018.0
20747,The University of Texas Health Science Center at San Antonio Joe R. and Teresa Lozano Long School of Medicine,UT San Antonio-Long,Tuition,Public,Nonresident,Yes,Yes,30005.0,2018.0
20748,The University of Texas Health Science Center at San Antonio Joe R. and Teresa Lozano Long School of Medicine,UT San Antonio-Long,Health Insurance,Public,Resident,Yes,Yes,2504.0,2018.0
20749,The University of Texas Health Science Center at San Antonio Joe R. and Teresa Lozano Long School of Medicine,UT San Antonio-Long,Health Insurance,Public,Nonresident,Yes,Yes,2504.0,2018.0
20750,The University of Texas Health Science Center at San Antonio Joe R. and Teresa Lozano Long School of Medicine,UT San Antonio-Long,Fees,Public,Resident,Yes,Yes,3744.0,2018.0
20751,The University of Texas Health Science Center at San Antonio Joe R. and Teresa Lozano Long School of Medicine,UT San Antonio-Long,Fees,Public,Nonresident,Yes,Yes,3744.0,2018.0
20752,The University of Toledo College of Medicine and Life Sciences,Toledo,"Tuition, Fees, and Health Insurance",Public,Resident,Yes,Yes,37829.0,2018.0
20753,The University of Toledo College of Medicine and Life Sciences,Toledo,"Tuition, Fees, and Health Insurance",Public,Nonresident,Yes,Yes,68959.0,2018.0
20754,The University of Toledo College of Medicine and Life Sciences,Toledo,Tuition,Public,Resident,Yes,Yes,31950.0,2018.0
20755,The University of Toledo College of Medicine and Life Sciences,Toledo,Tuition,Public,Nonresident,Yes,Yes,63080.0,2018.0
20756,The University of Toledo College of Medicine and Life Sciences,Toledo,Health Insurance,Public,Resident,Yes,Yes,2986.0,2018.0
20757,The University of Toledo College of Medicine and Life Sciences,Toledo,Health Insurance,Public,Nonresident,Yes,Yes,2986.0,2018.0
20758,The University of Toledo College of Medicine and Life Sciences,Toledo,Fees,Public,Resident,Yes,Yes,2893.0,2018.0
20759,The University of Toledo College of Medicine and Life Sciences,Toledo,Fees,Public,Nonresident,Yes,Yes,2893.0,2018.0
20760,The Warren Alpert Medical School of Brown University,Brown-Alpert,"Tuition, Fees, and Health Insurance",Private,Resident,Yes,Yes,66367.0,2018.0
20761,The Warren Alpert Medical School of Brown University,Brown-Alpert,"Tuition, Fees, and Health Insurance",Private,Nonresident,Yes,Yes,66367.0,2018.0
20762,The Warren Alpert Medical School of Brown University,Brown-Alpert,Tuition,Private,Resident,Yes,Yes,61244.0,2018.0
20763,The Warren Alpert Medical School of Brown University,Brown-Alpert,Tuition,Private,Nonresident,Yes,Yes,61244.0,2018.0
20764,The Warren Alpert Medical School of Brown University,Brown-Alpert,Health Insurance,Private,Resident,Yes,Yes,4013.0,2018.0
20765,The Warren Alpert Medical School of Brown University,Brown-Alpert,Health Insurance,Private,Nonresident,Yes,Yes,4013.0,2018.0
20766,The Warren Alpert Medical School of Brown University,Brown-Alpert,Fees,Private,Resident,Yes,Yes,1110.0,2018.0
20767,The Warren Alpert Medical School of Brown University,Brown-Alpert,Fees,Private,Nonresident,Yes,Yes,1110.0,2018.0
20768,Tufts University School of Medicine,Tufts,"Tuition, Fees, and Health Insurance",Private,Resident,Yes,Yes,68171.0,2018.0
20769,Tufts University School of Medicine,Tufts,"Tuition, Fees, and Health Insurance",Private,Nonresident,Yes,Yes,68171.0,2018.0
20770,Tufts University School of Medicine,Tufts,Tuition,Private,Resident,Yes,Yes,61918.0,2018.0
20771,Tufts University School of Medicine,Tufts,Tuition,Private,Nonresident,Yes,Yes,61918.0,2018.0
20772,Tufts University School of Medicine,Tufts,Health Insurance,Private,Resident,Yes,Yes,5479.0,2018.0
20773,Tufts University School of Medicine,Tufts,Health Insurance,Private,Nonresident,Yes,Yes,5479.0,2018.0
20774,Tufts University School of Medicine,Tufts,Fees,Private,Resident,Yes,Yes,774.0,2018.0
20775,Tufts University School of Medicine,Tufts,Fees,Private,Nonresident,Yes,Yes,774.0,2018.0
20776,Tulane University School of Medicine,Tulane,"Tuition, Fees, and Health Insurance",Private,Resident,Yes,Yes,66572.0,2018.0
20777,Tulane University School of Medicine,Tulane,"Tuition, Fees, and Health Insurance",Private,Nonresident,Yes,Yes,66572.0,2018.0
20778,Tulane University School of Medicine,Tulane,Tuition,Private,Resident,Yes,Yes,59388.0,2018.0
20779,Tulane University School of Medicine,Tulane,Tuition,Private,Nonresident,Yes,Yes,59388.0,2018.0
20780,Tulane University School of Medicine,Tulane,Health Insurance,Private,Resident,Yes,Yes,3200.0,2018.0
20781,Tulane University School of Medicine,Tulane,Health Insurance,Private,Nonresident,Yes,Yes,3200.0,2018.0
20782,Tulane University School of Medicine,Tulane,Fees,Private,Resident,Yes,Yes,3984.0,2018.0
20783,Tulane University School of Medicine,Tulane,Fees,Private,Nonresident,Yes,Yes,3984.0,2018.0
20784,USF Health Morsani College of Medicine,USF-Morsani,"Tuition, Fees, and Health Insurance",Public,Resident,Yes,,33726.0,2018.0
20785,USF Health Morsani College of Medicine,USF-Morsani,"Tuition, Fees, and Health Insurance",Public,Nonresident,Yes,,54916.0,2018.0
20786,USF Health Morsani College of Medicine,USF-Morsani,Tuition,Public,Resident,Yes,,29175.0,2018.0
20787,USF Health Morsani College of Medicine,USF-Morsani,Tuition,Public,Nonresident,Yes,,49356.0,2018.0
20788,USF Health Morsani College of Medicine,USF-Morsani,Health Insurance,Public,Resident,Yes,,0.0,2018.0
20789,USF Health Morsani College of Medicine,USF-Morsani,Health Insurance,Public,Nonresident,Yes,,0.0,2018.0
20790,USF Health Morsani College of Medicine,USF-Morsani,Fees,Public,Resident,Yes,,4551.0,2018.0
20791,USF Health Morsani College of Medicine,USF-Morsani,Fees,Public,Nonresident,Yes,,5560.0,2018.0
20792,Uniformed Services University of the Health Sciences F. Edward Hebert School of Medicine,Uniformed Services-Hebert,"Tuition, Fees, and Health Insurance",Public,Resident,Yes,,0.0,2018.0
20793,Uniformed Services University of the Health Sciences F. Edward Hebert School of Medicine,Uniformed Services-Hebert,"Tuition, Fees, and Health Insurance",Public,Nonresident,Yes,,0.0,2018.0
20794,Uniformed Services University of the Health Sciences F. Edward Hebert School of Medicine,Uniformed Services-Hebert,Tuition,Public,Resident,Yes,,0.0,2018.0
20795,Uniformed Services University of the Health Sciences F. Edward Hebert School of Medicine,Uniformed Services-Hebert,Tuition,Public,Nonresident,Yes,,0.0,2018.0
20796,Uniformed Services University of the Health Sciences F. Edward Hebert School of Medicine,Uniformed Services-Hebert,Health Insurance,Public,Resident,Yes,,0.0,2018.0
20797,Uniformed Services University of the Health Sciences F. Edward Hebert School of Medicine,Uniformed Services-Hebert,Health Insurance,Public,Nonresident,Yes,,0.0,2018.0
20798,Uniformed Services University of the Health Sciences F. Edward Hebert School of Medicine,Uniformed Services-Hebert,Fees,Public,Resident,Yes,,0.0,2018.0
20799,Uniformed Services University of the Health Sciences F. Edward Hebert School of Medicine,Uniformed Services-Hebert,Fees,Public,Nonresident,Yes,,0.0,2018.0
20800,Universidad Central del Caribe School of Medicine,Caribe,"Tuition, Fees, and Health Insurance",Private,Resident,Yes,Yes,41062.0,2018.0
20801,Universidad Central del Caribe School of Medicine,Caribe,"Tuition, Fees, and Health Insurance",Private,Nonresident,Yes,Yes,49067.0,2018.0
20802,Universidad Central del Caribe School of Medicine,Caribe,Tuition,Private,Resident,Yes,Yes,34250.0,2018.0
20803,Universidad Central del Caribe School of Medicine,Caribe,Tuition,Private,Nonresident,Yes,Yes,42255.0,2018.0
20804,Universidad Central del Caribe School of Medicine,Caribe,Health Insurance,Private,Resident,Yes,Yes,1940.0,2018.0
20805,Universidad Central del Caribe School of Medicine,Caribe,Health Insurance,Private,Nonresident,Yes,Yes,1940.0,2018.0
20806,Universidad Central del Caribe School of Medicine,Caribe,Fees,Private,Resident,Yes,Yes,4872.0,2018.0
20807,Universidad Central del Caribe School of Medicine,Caribe,Fees,Private,Nonresident,Yes,Yes,4872.0,2018.0
20808,University of Alabama at Birmingham Marnix E. Heersink School of Medicine,Alabama-Heersink,"Tuition, Fees, and Health Insurance",Public,Resident,Yes,Yes,34340.0,2018.0
20809,University of Alabama at Birmingham Marnix E. Heersink School of Medicine,Alabama-Heersink,"Tuition, Fees, and Health Insurance",Public,Nonresident,Yes,Yes,68644.0,2018.0
20810,University of Alabama at Birmingham Marnix E. Heersink School of Medicine,Alabama-Heersink,Tuition,Public,Resident,Yes,Yes,28410.0,2018.0
20811,University of Alabama at Birmingham Marnix E. Heersink School of Medicine,Alabama-Heersink,Tuition,Public,Nonresident,Yes,Yes,62714.0,2018.0
20812,University of Alabama at Birmingham Marnix E. Heersink School of Medicine,Alabama-Heersink,Health Insurance,Public,Resident,Yes,Yes,2790.0,2018.0
20813,University of Alabama at Birmingham Marnix E. Heersink School of Medicine,Alabama-Heersink,Health Insurance,Public,Nonresident,Yes,Yes,2790.0,2018.0
20814,University of Alabama at Birmingham Marnix E. Heersink School of Medicine,Alabama-Heersink,Fees,Public,Resident,Yes,Yes,3140.0,2018.0
20815,University of Alabama at Birmingham Marnix E. Heersink School of Medicine,Alabama-Heersink,Fees,Public,Nonresident,Yes,Yes,3140.0,2018.0
20816,University of Arizona College of Medicine,Arizona,"Tuition, Fees, and Health Insurance",Public,Resident,Yes,Yes,35068.0,2018.0
20817,University of Arizona College of Medicine,Arizona,"Tuition, Fees, and Health Insurance",Public,Nonresident,Yes,Yes,57596.0,2018.0
20818,University of Arizona College of Medicine,Arizona,Tuition,Public,Resident,Yes,Yes,31652.0,2018.0
20819,University of Arizona College of Medicine,Arizona,Tuition,Public,Nonresident,Yes,Yes,54180.0,2018.0
20820,University of Arizona College of Medicine,Arizona,Health Insurance,Public,Resident,Yes,Yes,2088.0,2018.0
20821,University of Arizona College of Medicine,Arizona,Health Insurance,Public,Nonresident,Yes,Yes,2088.0,2018.0
20822,University of Arizona College of Medicine,Arizona,Fees,Public,Resident,Yes,Yes,1328.0,2018.0
20823,University of Arizona College of Medicine,Arizona,Fees,Public,Nonresident,Yes,Yes,1328.0,2018.0
20824,University of Arizona College of Medicine - Phoenix,Arizona Phoenix,"Tuition, Fees, and Health Insurance",Public,Resident,Yes,Yes,34535.0,2018.0
20825,University of Arizona College of Medicine - Phoenix,Arizona Phoenix,"Tuition, Fees, and Health Insurance",Public,Nonresident,Yes,Yes,57063.0,2018.0
20826,University of Arizona College of Medicine - Phoenix,Arizona Phoenix,Tuition,Public,Resident,Yes,Yes,31652.0,2018.0
20827,University of Arizona College of Medicine - Phoenix,Arizona Phoenix,Tuition,Public,Nonresident,Yes,Yes,54180.0,2018.0
20828,University of Arizona College of Medicine - Phoenix,Arizona Phoenix,Health Insurance,Public,Resident,Yes,Yes,2088.0,2018.0
20829,University of Arizona College of Medicine - Phoenix,Arizona Phoenix,Health Insurance,Public,Nonresident,Yes,Yes,2088.0,2018.0
20830,University of Arizona College of Medicine - Phoenix,Arizona Phoenix,Fees,Public,Resident,Yes,Yes,795.0,2018.0
20831,University of Arizona College of Medicine - Phoenix,Arizona Phoenix,Fees,Public,Nonresident,Yes,Yes,795.0,2018.0
20832,University of Arkansas for Medical Sciences College of Medicine,Arkansas,"Tuition, Fees, and Health Insurance",Public,Resident,Yes,Yes,36793.0,2018.0
20833,University of Arkansas for Medical Sciences College of Medicine,Arkansas,"Tuition, Fees, and Health Insurance",Public,Nonresident,Yes,Yes,68963.0,2018.0
